* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
24965	damp	v	589	259	damp
24965	damp	v	589	165	damping
24965	damp	v	589	165	damped
24975	psychoanalyst	n	588	391	psychoanalyst
24975	psychoanalyst	n	588	197	psychoanalysts
24985	unflinching	j	588	588	unflinching
24995	incapacity	n	587	557	incapacity
24995	incapacity	n	587	30	incapacities
25005	curatorial	j	587	587	curatorial
25015	punchline	n	586	480	punchline
25015	punchline	n	586	88	punchlines
25015	punchline	n	586	15	punch-line
25025	ionize	v	585	270	ionizing
25025	ionize	v	585	203	ionized
25025	ionize	v	585	77	ionize
25025	ionize	v	585	35	ionizes
25035	algorithmic	j	585	585	algorithmic
25045	resplendent	j	585	585	resplendent
25055	subcutaneous	j	584	584	subcutaneous
25065	humorist	n	583	463	humorist
25065	humorist	n	583	120	humorists
25075	summons	v	583	583	summons
25085	codex	n	582	491	codex
25085	codex	n	582	89	codices
25095	spot-on	j	582	582	spot-on
25105	kelvin	n	581	390	kelvin
25105	kelvin	n	581	191	kelvins
25115	customizable	j	581	581	customizable
25125	crimp	v	580	266	crimp
25125	crimp	v	580	185	crimped
25125	crimp	v	580	103	crimping
25125	crimp	v	580	26	crimps
25135	stampede	v	580	216	stampede
25135	stampede	v	580	182	stampeded
25135	stampede	v	580	162	stampeding
25135	stampede	v	580	20	stampedes
25145	unbelief	n	580	580	unbelief
25155	colander	n	579	562	colander
25155	colander	n	579	17	colanders
25165	forgetful	j	578	578	forgetful
25175	adios	n	577	577	adios
25185	repeatable	j	577	577	repeatable
25195	now-defunct	j	577	577	now-defunct
25205	gasket	n	576	398	gasket
25205	gasket	n	576	178	gaskets
25215	change-up	n	575	364	changeup
25215	change-up	n	575	165	change-up
25215	change-up	n	575	46	changeups
25225	bogeyman	n	575	471	bogeyman
25225	bogeyman	n	575	104	bogeymen
25235	ex-president	n	574	445	ex-president
25235	ex-president	n	574	129	ex-presidents
25245	throaty	j	574	565	throaty
25245	throaty	j	574	9	throatier
25255	cathode	n	573	518	cathode
25255	cathode	n	573	55	cathodes
25265	Ecuadorian	j	573	573	ecuadorian
25275	sauerkraut	n	572	572	sauerkraut
25285	instinctual	j	572	572	instinctual
25295	tedium	n	571	571	tedium
25305	fifty-eight	m	571	571	fifty-eight
25315	orthogonal	j	571	571	orthogonal
25325	boomerang	n	570	498	boomerang
25325	boomerang	n	570	72	boomerangs
25335	spoof	v	570	190	spoofing
25335	spoof	v	570	164	spoof
25335	spoof	v	570	154	spoofed
25335	spoof	v	570	62	spoofs
25345	encyclopedic	j	569	569	encyclopedic
25355	ritualistic	j	569	569	ritualistic
25365	kisser	n	568	522	kisser
25365	kisser	n	568	46	kissers
25375	infallibility	n	567	567	infallibility
25385	bull's-eye	n	567	515	bull's-eye
25385	bull's-eye	n	567	52	bull's-eyes
25395	scrubber	n	566	331	scrubbers
25395	scrubber	n	566	235	scrubber
25405	homeschooling	n	566	566	homeschooling
25415	keel	n	565	497	keel
25415	keel	n	565	68	keels
25425	Small	n	565	497	smalls
25425	Small	n	565	68	small
25435	plunger	n	564	511	plunger
25435	plunger	n	564	53	plungers
25445	intoxicated	j	563	563	intoxicated
25455	debutante	n	563	445	debutante
25455	debutante	n	563	118	debutantes
25465	Pleistocene	j	562	562	pleistocene
25475	reprise	n	562	525	reprise
25475	reprise	n	562	37	reprises
25485	grounder	n	561	416	grounder
25485	grounder	n	561	145	grounders
25495	breathing	j	560	560	breathing
25505	monger	n	560	349	mongers
25505	monger	n	560	211	monger
25515	woodcut	n	559	307	woodcut
25515	woodcut	n	559	232	woodcuts
25515	woodcut	n	559	20	woodcutting
25525	mid-range	j	559	559	mid-range
25535	sea-level	j	558	558	sea-level
25545	tailor-made	j	558	540	tailor-made
25545	tailor-made	j	558	18	tailormade
25555	tagline	n	557	557	tagline
25565	proletarian	j	557	557	proletarian
25575	chic	n	556	556	chic
25585	up-and-down	j	556	556	up-and-down
25595	mockingbird	n	556	458	mockingbird
25595	mockingbird	n	556	98	mockingbirds
25605	go-ahead	n	555	538	go-ahead
25605	go-ahead	n	555	17	goahead
25615	complementarity	n	555	511	complementarity
25615	complementarity	n	555	44	complementarities
25625	untoward	j	554	554	untoward
25635	annum	r	554	554	annum
25645	handpick	v	553	426	handpicked
25645	handpick	v	553	91	handpick
25645	handpick	v	553	36	handpicking
25655	conformation	n	553	449	conformation
25655	conformation	n	553	104	conformations
25665	hungover	j	552	450	hungover
25665	hungover	j	552	102	hung-over
25675	marinara	n	552	552	marinara
25685	vesicle	n	551	384	vesicles
25685	vesicle	n	551	167	vesicle
25695	snarling	j	551	551	snarling
25705	ousted	j	550	550	ousted
25715	jowl	n	550	401	jowls
25715	jowl	n	550	149	jowl
25725	speciation	n	549	549	speciation
25735	ranting	n	549	276	rantings
25735	ranting	n	549	273	ranting
25745	paging	n	548	548	paging
25755	bespectacled	j	548	548	bespectacled
25765	Hasidic	j	547	547	hasidic
25775	floret	n	547	528	florets
25775	floret	n	547	19	floret
25785	facial	n	546	353	facials
25785	facial	n	546	193	facial
25795	tapping	n	546	536	tapping
25795	tapping	n	546	10	tappings
25805	thankless	j	545	545	thankless
25815	brownish	j	545	545	brownish
25825	decaf	n	544	544	decaf
25835	sunbathe	v	544	326	sunbathing
25835	sunbathe	v	544	167	sunbathe
25835	sunbathe	v	544	44	sunbathed
25835	sunbathe	v	544	7	sunbathes
25845	annulment	n	544	476	annulment
25845	annulment	n	544	68	annulments
25855	wickedly	r	543	543	wickedly
25865	falsetto	n	543	504	falsetto
25865	falsetto	n	543	39	falsettos
25875	hemispheric	j	542	542	hemispheric
25885	god-awful	j	541	354	god-awful
25885	god-awful	j	541	187	godawful
25895	huntsman	n	541	499	huntsman
25895	huntsman	n	541	42	huntsmen
25905	entreaty	n	540	344	entreaties
25905	entreaty	n	540	196	entreaty
25915	unceremoniously	r	540	540	unceremoniously
25925	catchment	n	540	424	catchment
25925	catchment	n	540	116	catchments
25935	whipping	j	539	539	whipping
25945	sceptic	n	539	321	sceptics
25945	sceptic	n	539	218	sceptic
25955	intangibles	n	538	538	intangibles
25965	low-carb	j	538	538	low-carb
25975	toner	n	537	470	toner
25975	toner	n	537	67	toners
25985	prickle	v	537	308	prickled
25985	prickle	v	537	124	prickling
25985	prickle	v	537	74	prickle
25985	prickle	v	537	31	prickles
25995	unreleased	j	536	536	unreleased
26005	abductor	n	535	289	abductor
26005	abductor	n	535	246	abductors
26015	overstatement	n	535	498	overstatement
26015	overstatement	n	535	37	overstatements
26025	common-law	j	534	534	common-law
26035	immovable	j	534	534	immovable
26045	actin	n	533	533	actin
26055	ordinal	j	533	533	ordinal
26065	depreciate	v	532	212	depreciate
26065	depreciate	v	532	177	depreciated
26065	depreciate	v	532	91	depreciating
26065	depreciate	v	532	52	depreciates
26075	jaw-dropping	j	532	532	jaw-dropping
26085	biologic	j	531	531	biologic
26095	transference	n	531	522	transference
26095	transference	n	531	9	transferences
26105	pacific	j	530	530	pacific
26115	barking	n	530	526	barking
26125	nameplate	n	529	412	nameplate
26125	nameplate	n	529	117	nameplates
26135	cow	v	529	455	cowed
26135	cow	v	529	40	cow
26135	cow	v	529	34	cowing
26145	snore	n	528	280	snore
26145	snore	n	528	247	snores
26155	gross	n	527	407	gross
26155	gross	n	527	120	grosses
26165	site-specific	j	527	527	site-specific
26175	carpool	n	527	412	carpool
26175	carpool	n	527	102	carpools
26175	carpool	n	527	13	car-pool
26185	ecotourism	n	526	486	ecotourism
26185	ecotourism	n	526	40	eco-tourism
26195	impactful	j	526	526	impactful
26205	icebreaker	n	525	363	icebreaker
26205	icebreaker	n	525	119	icebreakers
26205	icebreaker	n	525	43	ice-breaker
26215	demotion	n	525	469	demotion
26215	demotion	n	525	56	demotions
26225	dreadlock	n	524	496	dreadlocks
26225	dreadlock	n	524	28	dreadlock
26235	selfishly	r	524	524	selfishly
26245	swathe	n	523	304	swathes
26245	swathe	n	523	219	swathe
26255	parentage	n	522	522	parentage
26265	metacognitive	j	522	522	metacognitive
26275	gunnery	n	521	521	gunnery
26285	disenfranchisement	n	521	521	disenfranchisement
26295	epithelium	n	520	520	epithelium
26305	tripartite	j	520	501	tripartite
26305	tripartite	j	520	19	tri-partite
26315	well-equipped	j	519	519	well-equipped
26325	stylistically	r	519	519	stylistically
26335	thoughtfulness	n	518	518	thoughtfulness
26345	waterworks	n	517	516	waterworks
26355	diluted	j	517	517	diluted
26365	nuptials	n	516	516	nuptials
26375	wide-angle	j	516	502	wide-angle
26375	wide-angle	j	516	14	wideangle
26385	remorseful	j	515	515	remorseful
26395	quintessentially	r	515	515	quintessentially
26405	pre-nup	n	515	365	prenup
26405	pre-nup	n	515	109	pre-nup
26405	pre-nup	n	515	41	prenups
26415	outboard	n	514	260	outboards
26415	outboard	n	514	254	outboard
26425	instigator	n	514	347	instigator
26425	instigator	n	514	167	instigators
26435	hunger	v	513	188	hungered
26435	hunger	v	513	178	hunger
26435	hunger	v	513	116	hungering
26435	hunger	v	513	31	hungers
26445	slippage	n	513	482	slippage
26445	slippage	n	513	31	slippages
26455	misidentify	v	512	419	misidentified
26455	misidentify	v	512	43	misidentify
26455	misidentify	v	512	30	misidentifying
26455	misidentify	v	512	20	misidentifies
26465	posterior	n	512	456	posterior
26465	posterior	n	512	56	posteriors
26475	underhanded	j	512	512	underhanded
26485	free-wheeling	j	511	318	freewheeling
26485	free-wheeling	j	511	193	free-wheeling
26495	silencing	n	511	511	silencing
26505	brawny	j	511	482	brawny
26505	brawny	j	511	19	brawnier
26505	brawny	j	511	10	brawniest
26515	whosoever	p	510	510	whosoever
26525	redeploy	v	509	236	redeploy
26525	redeploy	v	509	181	redeployed
26525	redeploy	v	509	92	redeploying
26535	hairstylist	n	509	441	hairstylist
26535	hairstylist	n	509	68	hairstylists
26545	extrovert	n	509	220	extrovert
26545	extrovert	n	509	186	extroverts
26545	extrovert	n	509	103	extroverted
26555	earthenware	n	508	498	earthenware
26555	earthenware	n	508	10	earthenwares
26565	therefor	r	508	508	therefor
26575	infirm	j	507	507	infirm
26585	slack	v	507	325	slacking
26585	slack	v	507	136	slacked
26585	slack	v	507	46	slack
26595	sacrilege	n	506	506	sacrilege
26605	nor'easter	n	506	460	nor'easter
26605	nor'easter	n	506	46	nor'easters
26615	splendidly	r	505	505	splendidly
26625	acrobatic	j	505	505	acrobatic
26635	pneumococcal	j	505	505	pneumococcal
26645	breakage	n	504	477	breakage
26645	breakage	n	504	27	breakages
26655	streetlamp	n	504	258	streetlamps
26655	streetlamp	n	504	246	streetlamp
26665	transact	v	504	204	transact
26665	transact	v	504	164	transacted
26665	transact	v	504	112	transacting
26665	transact	v	504	24	transacts
26675	wend	v	503	172	wend
26675	wend	v	503	141	wending
26675	wend	v	503	106	wends
26675	wend	v	503	84	wended
26685	positivism	n	503	503	positivism
26695	runt	n	503	452	runt
26695	runt	n	503	51	runts
26705	slag	n	502	490	slag
26705	slag	n	502	12	slags
26715	stencil	v	502	358	stenciled
26715	stencil	v	502	68	stenciling
26715	stencil	v	502	38	stencil
26715	stencil	v	502	32	stencilled
26715	stencil	v	502	6	stencilling
26725	undies	n	501	488	undies
26725	undies	n	501	13	undie
26735	coiled	j	501	501	coiled
26745	baseboard	n	500	312	baseboard
26745	baseboard	n	500	188	baseboards
26755	empowered	j	500	500	empowered
26765	honeycomb	n	499	451	honeycomb
26765	honeycomb	n	499	48	honeycombs
26775	burqa	n	498	399	burqa
26775	burqa	n	498	99	burqas
26785	all-consuming	j	498	498	all-consuming
26795	fore	j	498	498	fore
26805	hyperspace	n	497	497	hyperspace
26815	soldier	v	497	184	soldiering
26815	soldier	v	497	158	soldiered
26815	soldier	v	497	85	soldiers
26815	soldier	v	497	70	soldier
26825	deferment	n	496	338	deferment
26825	deferment	n	496	158	deferments
26835	balloting	n	496	496	balloting
26845	impetuous	j	495	495	impetuous
26855	well-stocked	j	495	480	well-stocked
26855	well-stocked	j	495	15	wellstocked
26865	shucks	u	495	495	shucks
26875	deservedly	r	494	494	deservedly
26885	whereof	r	494	494	whereof
26895	gelato	n	493	493	gelato
26905	explication	n	493	439	explication
26905	explication	n	493	54	explications
26915	neo-nazi	n	492	492	neo-nazis
26925	race-based	j	492	492	race-based
26935	trestle	n	492	407	trestle
26935	trestle	n	492	85	trestles
26945	washroom	n	491	419	washroom
26945	washroom	n	491	72	washrooms
26955	optimistically	r	491	491	optimistically
26965	space-based	j	490	477	space-based
26965	space-based	j	490	13	spacebased
26975	embolism	n	489	456	embolism
26975	embolism	n	489	33	embolisms
26985	fatalistic	j	489	489	fatalistic
26995	overextend	v	488	281	overextended
26995	overextend	v	488	74	overextend
26995	overextend	v	488	67	overextending
26995	overextend	v	488	41	over-extended
26995	overextend	v	488	14	over-extend
26995	overextend	v	488	11	over-extending
27005	biomechanics	n	488	488	biomechanics
27015	valiantly	r	488	488	valiantly
27025	machismo	n	487	487	machismo
27035	oxford	n	487	344	oxford
27035	oxford	n	487	143	oxfords
27045	oblong	j	486	486	oblong
27055	barroom	n	486	441	barroom
27055	barroom	n	486	45	barrooms
27065	timepiece	n	486	305	timepiece
27065	timepiece	n	486	181	timepieces
27075	electable	j	486	486	electable
27085	timidity	n	485	479	timidity
27085	timidity	n	485	6	timidities
27095	covenant	v	485	347	covenant
27095	covenant	v	485	109	covenants
27095	covenant	v	485	28	covenanted
27105	dervish	n	484	335	dervish
27105	dervish	n	484	149	dervishes
27115	first-timer	n	483	343	first-timers
27115	first-timer	n	483	140	first-timer
27125	schmooze	v	483	223	schmoozing
27125	schmooze	v	483	188	schmooze
27125	schmooze	v	483	72	schmoozed
27135	dimpled	j	482	482	dimpled
27145	upholster	v	482	453	upholstered
27145	upholster	v	482	29	upholstering
27155	flavonoid	n	481	445	flavonoids
27155	flavonoid	n	481	36	flavonoid
27165	low-hanging	j	481	471	low-hanging
27165	low-hanging	j	481	10	lowhanging
27175	painterly	j	480	480	painterly
27185	ionic	j	480	480	ionic
27195	squamous	j	479	479	squamous
27205	tanning	j	479	479	tanning
27215	satirist	n	478	358	satirist
27215	satirist	n	478	120	satirists
27225	icebox	n	478	446	icebox
27225	icebox	n	478	23	iceboxes
27225	icebox	n	478	9	ice-box
27235	meatless	j	477	477	meatless
27245	caliper	n	477	277	calipers
27245	caliper	n	477	200	caliper
27255	rottweiler	n	476	375	rottweiler
27255	rottweiler	n	476	101	rottweilers
27265	internationalization	n	476	476	internationalization
27275	gung-ho	j	475	475	gung-ho
27285	resurrected	j	475	475	resurrected
27295	prenuptial	j	474	431	prenuptial
27295	prenuptial	j	474	43	pre-nuptial
27305	adding	j	474	474	adding
27315	inclement	j	474	474	inclement
27325	unvarnished	j	473	473	unvarnished
27335	chlamydia	n	473	473	chlamydia
27345	cytoplasm	n	472	472	cytoplasm
27355	has-been	n	472	344	has-been
27355	has-been	n	472	128	has-beens
27365	four-wheel-drive	j	472	472	four-wheel-drive
27375	hutch	n	471	404	hutch
27375	hutch	n	471	67	hutches
27385	simpleton	n	471	340	simpleton
27385	simpleton	n	471	131	simpletons
27395	excitable	j	471	471	excitable
27405	mugging	n	470	320	mugging
27405	mugging	n	470	150	muggings
27415	top-selling	j	470	460	top-selling
27415	top-selling	j	470	10	topselling
27425	half-heartedly	r	469	236	half-heartedly
27425	half-heartedly	r	469	233	halfheartedly
27435	cosmonaut	n	469	248	cosmonauts
27435	cosmonaut	n	469	221	cosmonaut
27445	peaceable	j	468	468	peaceable
27455	unbounded	j	468	468	unbounded
27465	Iberian	j	467	467	iberian
27475	macular	j	467	467	macular
27485	crag	n	466	300	crags
27485	crag	n	466	166	crag
27495	lactic	j	466	466	lactic
27505	thoroughness	n	465	465	thoroughness
27515	maxillary	j	465	465	maxillary
27525	fibromyalgia	n	465	465	fibromyalgia
27535	cupped	j	464	464	cupped
27545	ventriloquist	n	464	396	ventriloquist
27545	ventriloquist	n	464	68	ventriloquists
27555	speciality	n	463	346	speciality
27555	speciality	n	463	117	specialities
27565	aluminium	n	463	463	aluminium
27575	ever-more	r	462	326	evermore
27575	ever-more	r	462	136	ever-more
27585	quake	v	462	316	quaking
27585	quake	v	462	115	quaked
27585	quake	v	462	31	quake
27595	stealthily	r	462	462	stealthily
27605	untraceable	j	461	461	untraceable
27615	boreal	j	461	461	boreal
27625	deuterium	n	461	461	deuterium
27635	laying	n	460	460	laying
27645	frizzy	j	459	459	frizzy
27655	marmalade	n	459	440	marmalade
27655	marmalade	n	459	19	marmalades
27665	prudently	r	459	459	prudently
27675	fearfully	r	458	458	fearfully
27685	sixty-six	m	458	458	sixty-six
27695	self-addressed	j	458	449	self-addressed
27695	self-addressed	j	458	9	selfaddressed
27705	wingman	n	457	407	wingman
27705	wingman	n	457	50	wingmen
27715	ebullient	j	457	457	ebullient
27725	curriculum-based	j	456	456	curriculum-based
27735	invented	j	456	456	invented
27745	hydraulics	n	455	455	hydraulics
27755	fast	n	455	305	fast
27755	fast	n	455	149	fasts
27765	part-timer	n	454	363	part-timers
27765	part-timer	n	454	91	part-timer
27775	bilge	n	454	399	bilge
27775	bilge	n	454	55	bilges
27785	tonsillectomy	n	454	416	tonsillectomy
27785	tonsillectomy	n	454	38	tonsillectomies
27795	barred	j	453	453	barred
27805	candied	j	452	452	candied
27815	pyre	n	452	377	pyre
27815	pyre	n	452	75	pyres
27825	transceiver	n	452	347	transceiver
27825	transceiver	n	452	105	transceivers
27835	make-believe	n	451	435	make-believe
27835	make-believe	n	451	16	makebelieve
27845	falsity	n	451	400	falsity
27845	falsity	n	451	51	falsities
27855	carapace	n	450	375	carapace
27855	carapace	n	450	75	carapaces
27865	igloo	n	450	349	igloo
27865	igloo	n	450	101	igloos
27875	self-examination	n	449	430	self-examination
27875	self-examination	n	449	19	self-examinations
27885	chromatic	j	449	449	chromatic
27895	privation	n	448	311	privation
27895	privation	n	448	137	privations
27905	artsy	j	448	448	artsy
27915	warfarin	n	448	448	warfarin
27925	rehabilitative	j	447	447	rehabilitative
27935	paraffin	n	447	438	paraffin
27935	paraffin	n	447	9	paraffins
27945	profiler	n	446	331	profiler
27945	profiler	n	446	115	profilers
27955	put	n	446	446	put
27965	Kevlar	j	446	446	kevlar
27975	thimble	n	445	311	thimble
27975	thimble	n	445	134	thimbles
27985	deep-rooted	j	444	444	deep-rooted
27995	lithium-ion	j	444	444	lithium-ion
28005	inter	v	443	420	interred
28005	inter	v	443	23	interring
28015	broad-shouldered	j	443	443	broad-shouldered
28025	rank	j	442	389	rank
28025	rank	j	442	40	rankest
28025	rank	j	442	13	ranker
28035	skittle	n	442	408	skittles
28035	skittle	n	442	34	skittle
28045	twenty-first-century	j	442	442	twenty-first-century
28055	go-between	n	441	362	go-between
28055	go-between	n	441	79	go-betweens
28065	conceited	j	441	441	conceited
28075	near-perfect	j	440	440	near-perfect
28085	semi-finalist	n	440	212	semifinalist
28085	semi-finalist	n	440	148	semifinalists
28085	semi-finalist	n	440	55	semi-finalists
28085	semi-finalist	n	440	25	semi-finalist
28095	videographer	n	439	339	videographer
28095	videographer	n	439	100	videographers
28105	decriminalize	v	439	186	decriminalized
28105	decriminalize	v	439	141	decriminalize
28105	decriminalize	v	439	112	decriminalizing
28115	sandstorm	n	438	294	sandstorm
28115	sandstorm	n	438	144	sandstorms
28125	hard-on	n	438	399	hard-on
28125	hard-on	n	438	39	hard-ons
28135	remarriage	n	437	390	remarriage
28135	remarriage	n	437	47	remarriages
28145	busty	j	437	228	bustier
28145	busty	j	437	209	busty
28155	perdition	n	436	436	perdition
28165	glorification	n	436	436	glorification
28175	sport-utility	j	435	435	sport-utility
28185	anti-christian	j	435	435	anti-christian
28195	co-produce	v	435	309	co-produced
28195	co-produce	v	435	58	co-producing
28195	co-produce	v	435	52	co-produce
28195	co-produce	v	435	16	co-produces
28205	cobbled	j	434	434	cobbled
28215	nonrenewable	j	434	235	nonrenewable
28215	nonrenewable	j	434	199	non-renewable
28225	floe	n	434	241	floes
28225	floe	n	434	193	floe
28235	biblically	r	433	433	biblically
28245	crib	v	433	207	crib
28245	crib	v	433	111	cribbed
28245	crib	v	433	66	cribbing
28245	crib	v	433	49	cribs
28255	smut	n	432	415	smut
28255	smut	n	432	17	smuts
28265	shiner	n	432	298	shiner
28265	shiner	n	432	134	shiners
28275	spittle	n	432	432	spittle
28285	injectable	j	431	431	injectable
28295	counter	j	431	430	counter
28305	sealant	n	430	305	sealant
28305	sealant	n	430	125	sealants
28315	agar	n	430	427	agar
28325	third-down	j	430	430	third-down
28335	reportage	n	429	429	reportage
28345	gutted	j	429	429	gutted
28355	ridgeline	n	429	304	ridgeline
28355	ridgeline	n	429	125	ridgelines
28365	feather	v	428	282	feathered
28365	feather	v	428	146	feathering
28375	retardant	n	428	235	retardant
28375	retardant	n	428	193	retardants
28385	jugular	n	428	412	jugular
28385	jugular	n	428	16	jugulars
28395	fly	j	427	427	fly
28405	chattering	n	427	422	chattering
28405	chattering	n	427	5	chatterings
28415	domestic	n	427	247	domestics
28415	domestic	n	427	180	domestic
28425	pirated	j	426	426	pirated
28435	aftershave	n	426	371	aftershave
28435	aftershave	n	426	48	after-shave
28435	aftershave	n	426	7	aftershaves
28445	spaceport	n	426	378	spaceport
28445	spaceport	n	426	48	spaceports
28455	self-care	n	425	425	self-care
28465	anti-science	j	425	388	anti-science
28465	anti-science	j	425	37	antiscience
28475	declination	n	425	425	declination
28485	motorboat	n	424	297	motorboat
28485	motorboat	n	424	127	motorboats
28495	tailpipe	n	424	345	tailpipe
28495	tailpipe	n	424	79	tailpipes
28505	telenovela	n	423	251	telenovelas
28505	telenovela	n	423	172	telenovela
28515	carotene	n	423	389	carotene
28515	carotene	n	423	34	carotenes
28525	desiccated	j	422	422	desiccated
28535	bandstand	n	422	406	bandstand
28535	bandstand	n	422	16	bandstands
28545	intransigent	j	422	422	intransigent
28555	endocrinologist	n	422	366	endocrinologist
28555	endocrinologist	n	422	56	endocrinologists
28565	girlhood	n	421	421	girlhood
28575	dimer	n	421	250	dimer
28575	dimer	n	421	171	dimers
28585	ripening	j	420	420	ripening
28595	half-day	j	420	420	half-day
28605	lisp	n	419	406	lisp
28605	lisp	n	419	13	lisps
28615	lovebird	n	419	400	lovebirds
28615	lovebird	n	419	19	lovebird
28625	Bulgarian	n	418	248	bulgarians
28625	Bulgarian	n	418	170	bulgarian
28635	mythos	n	418	418	mythos
28645	season-ticket	j	418	418	season-ticket
28655	telepath	n	417	215	telepaths
28655	telepath	n	417	202	telepath
28665	architecturally	r	417	417	architecturally
28675	epidural	n	417	354	epidural
28675	epidural	n	417	63	epidurals
28685	downwind	j	416	416	downwind
28695	unwillingly	r	416	416	unwillingly
28705	imprimatur	n	416	416	imprimatur
28715	textural	j	415	415	textural
28725	phosphorous	j	415	415	phosphorous
28735	preferentially	r	415	415	preferentially
28745	phlegm	n	414	414	phlegm
28755	sidearm	n	414	317	sidearm
28755	sidearm	n	414	97	sidearms
28765	stinker	n	414	313	stinker
28765	stinker	n	414	101	stinkers
28775	vocalize	v	413	177	vocalize
28775	vocalize	v	413	160	vocalizing
28775	vocalize	v	413	76	vocalized
28785	anti-jewish	j	413	413	anti-jewish
28795	discounting	n	413	413	discounting
28805	Zimbabwean	j	412	412	zimbabwean
28815	teleconference	n	412	357	teleconference
28815	teleconference	n	412	55	teleconferences
28825	frolic	n	411	321	frolic
28825	frolic	n	411	90	frolics
28835	locking	j	411	411	locking
28845	riotous	j	411	411	riotous
28855	damping	n	410	410	damping
28865	chattel	n	410	333	chattel
28865	chattel	n	410	77	chattels
28875	well-crafted	j	410	410	well-crafted
28885	spiraling	j	409	409	spiraling
28895	universal	n	409	372	universals
28895	universal	n	409	37	universal
28905	buckwheat	n	409	409	buckwheat
28915	sub	v	409	235	subbing
28915	sub	v	409	127	subbed
28915	sub	v	409	47	sub
28925	saguaro	n	408	299	saguaro
28925	saguaro	n	408	109	saguaros
28935	warmer	n	408	408	warmers
28945	leaderboard	n	407	290	leaderboard
28945	leaderboard	n	407	117	leaderboards
28955	hydrothermal	j	407	407	hydrothermal
28965	pectoral	n	407	326	pectoral
28965	pectoral	n	407	81	pectorals
28975	pragmatically	r	406	406	pragmatically
28985	all-you-can-eat	j	406	406	all-you-can-eat
28995	four-inch	j	405	405	four-inch
29005	harangue	v	405	145	harangue
29005	harangue	v	405	139	haranguing
29005	harangue	v	405	121	harangued
29015	reversion	n	405	388	reversion
29015	reversion	n	405	17	reversions
29025	misspelling	n	404	220	misspellings
29025	misspelling	n	404	184	misspelling
29035	bespeak	v	404	228	bespeaks
29035	bespeak	v	404	145	bespeak
29035	bespeak	v	404	31	bespeaking
29045	gravesite	n	404	319	gravesite
29045	gravesite	n	404	85	gravesites
29055	worrier	n	403	256	worrier
29055	worrier	n	403	147	worriers
29065	convocation	n	403	375	convocation
29065	convocation	n	403	28	convocations
29075	Abrahamic	j	402	402	abrahamic
29085	insulator	n	402	236	insulator
29085	insulator	n	402	166	insulators
29095	Whig	n	401	371	whigs
29095	Whig	n	401	30	whig
29105	sallow	j	401	401	sallow
29115	play-by-play	n	400	400	play-by-play
29125	rabbinical	j	400	400	rabbinical
29135	fused	j	400	400	fused
29145	loaf	v	399	229	loaf
29145	loaf	v	399	149	loafing
29145	loaf	v	399	21	loafed
29155	polypropylene	n	399	399	polypropylene
29165	doctor-patient	j	398	398	doctor-patient
29175	angiogenesis	n	398	398	angiogenesis
29185	stingray	n	397	223	stingray
29185	stingray	n	397	174	stingrays
29195	wild-card	n	397	225	wildcard
29195	wild-card	n	397	140	wild-card
29195	wild-card	n	397	32	wildcards
29205	massed	j	397	397	massed
29215	midlevel	j	396	310	midlevel
29215	midlevel	j	396	67	mid-level
29215	midlevel	j	396	19	mid-levels
29225	monounsaturated	j	396	385	monounsaturated
29225	monounsaturated	j	396	11	mono-unsaturated
29235	unionize	v	395	328	unionize
29235	unionize	v	395	67	unionizing
29245	Madrigal	n	395	339	madrigal
29245	Madrigal	n	395	54	madrigals
29255	printable	j	395	395	printable
29265	rotted	j	394	394	rotted
29275	odometer	n	394	350	odometer
29275	odometer	n	394	44	odometers
29285	moonless	j	394	394	moonless
29295	imprudent	j	394	394	imprudent
29305	sepia	n	393	386	sepia
29305	sepia	n	393	7	sepias
29315	arrear	n	393	393	arrears
29325	sarin	n	393	393	sarin
29335	colonial	n	392	392	colonials
29345	meat-packing	j	392	265	meatpacking
29345	meat-packing	j	392	127	meat-packing
29355	stolid	j	392	392	stolid
29365	Valkyrie	n	391	316	valkyrie
29365	Valkyrie	n	391	75	valkyries
29375	phishing	n	391	391	phishing
29385	smugness	n	390	390	smugness
29395	blocky	j	390	390	blocky
29405	jawbone	n	390	330	jawbone
29405	jawbone	n	390	60	jawbones
29415	stoically	r	389	389	stoically
29425	immobility	n	389	389	immobility
29435	aversive	j	389	389	aversive
29445	coot	n	389	388	coot
29455	delaying	n	388	388	delaying
29465	labored	j	388	388	labored
29475	free-floating	j	388	388	free-floating
29485	refinish	v	387	159	refinished
29485	refinish	v	387	135	refinishing
29485	refinish	v	387	93	refinish
29495	mammary	j	387	387	mammary
29505	doublet	n	387	305	doublet
29505	doublet	n	387	82	doublets
29515	microcomputer	n	386	253	microcomputer
29515	microcomputer	n	386	133	microcomputers
29525	litigious	j	386	386	litigious
29535	hermeneutical	j	385	385	hermeneutical
